"IdSistema","Codigo","Nombre","IdZonaGeo","Codigo2","Nombre3","UMonetariaPorDefecto","IdZonaHoraria","IdCiudad","IdZonaGeo4","Codigo5","Nombre6","IdUsuario","Nombre7","IdZonaFisica","IdCiudad8","Codigo9","Nombre10","latitud","Longitud","zoom","IdPqLogico","IdSistema11","IdCiudad12","Direccion","Observaciones","IdZonaFisica13","Maquina","Alias","latitud14","Longitud15","zoom16"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4730","2","1","C/María Ignacia nº11B esquina c/Santa Juliana","Etra-Normal-Vea","32","7446","106120330","40.452437","-3.708584","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4731","2","1","C/ San Raimundo, 63","Etra-Normal-Vea","32","7447","106120331","40.451683","-3.708749","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4732","2","1","C/Marianela nº1 esquina c/San Valeriano nº6","Etra-Normal-Vea","32","7448","106120332","40.450741","-3.707612","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4733","2","1","C/Zamora,17 esq. c/San Valeriano(local Iberdrola)","Etra-Normal-Vea","32","7449","106120333","40.451223","-3.708296","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4734","2","1","C/Olite nº38 semiesquina c/San Raimundo","Etra-Normal-Vea","32","7450","106120334","40.451692","-3.706963","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4735","2","1","C/ Sahagún, 1 esquina C/Oudríd, 23","Etra-Normal-Vea","32","7451","106120335","40.455145","-3.708029","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4736","2","1","C/Jerónima Llorente nº31 bis","Etra-Normal-Vea","32","7452","106120336","40.45484","-3.706615","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4737","2","1","C/ Pamplona frente nº15 esquina C/ Fernando Osorio","Etra-Normal-Vea","32","7453","106120337","40.454276","-3.705001","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4738","2","1","C/ Pamplona, 23 esquina C/ Otamendi","Etra-Normal-Vea","32","7454","106120338","40.454713","-3.7058","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4739","2","1","C/ Pamplona, 59 esquina C/ Castilejos,21","Etra-Normal-Vea","32","7455","106120339","40.456119","-3.707445","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4740","2","1","C/ Pamplona nº 38 (Junto a solar en construcción)","Etra-Normal-Vea","32","7456","106120340","40.4555","-3.706362","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4741","2","1","Francos Rodriguez,51 entrada Col.Bellas Vistas","Etra-Normal-Vea","32","7457","106120341","40.456741","-3.70879","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4742","2","1","C/ Numancia, 28-30 junto calle cortada","Etra-Normal-Vea","32","7458","106120342","40.456329","-3.710053","0"
"2","1624","Ayto. Madrid","2","1","Madrid","EUR","Europe/Madrid","1","2","1","SER","10","01 - Devas I","32","1","61","61 Bellas Vistas","40.452092703134","-3.7068777881969","15","4743","2","1","C/ Leñeros, 31 (junto buzón de correos)","Etra-Normal-Vea","32","7459","106120343","40.45459","-3.709783","0"
